game_name,subjectivity,polarity
Lilly and Sasha: Curse of the Immortals,0.617777778,0.675
ECCHI NEKO GIRLS PUZZLE,0.568865079,0.572654762
Psychonauts,1,0.75
Kimagure Temptation,0.476530612,0.563265306
The Iron Oath Demo,0.4775,0.590625
LYNE,0.222222222,0.541666667
Pocket Kingdom,0.5625,0.375
Ignited Steel Demo,0.4775,0.590625
Far Cry® 3 Blood Dragon,0.322222222,0.391666667
State of Decay 2,0.289285714,0.442857143
Sid Meier's Civilization IV,0.544500125,0.528901986
XCOM: Enemy Unknown,0.727272727,0.784090909
SMETANKA,0.083333333,0.408333334
Tennis World Tour,0.476259921,0.572475199
Total War: WARHAMMER,0.7,0.475
VEGAS Pro 14 Edit Steam Edition,0.75,0.9
MURDERED: SOUL SUSPECT™,0.5375,0.66875
Dragon Climax,0.4,0.3
ONE PIECE PIRATE WARRIORS 3,0.05,0.4375
Sid Meier's Pirates!,0.466666667,0.433333334
BalanCity,0.506233417,0.532796572
Totally Accurate Battlegrounds,0.45390377,0.537512401
SYNTHETIK,0.519538553,0.503507905
Hunger in Paradise,0.375,0.525
Crush the Castle Legacy Collection,0.7,0.4
日日夜夜,0.492142857,0.483690476
Tower of Guns,0.4875,0.55
Terra Nil Demo,0.5,0.75
Prey,0.3,0.45
Prey,0.385267857,0.480357143
Sudeki,0.516666667,0.595833334
tModLoader,0.607142857,0.357142857
Townopolis,0.3625,0.54375
Breach & Clear,0.443660287,0.544597289
Garry's Mod,0.4,0.45
Steam Deck Deposit,0.6,0.75
Dungeons & Dragons: Ravenloft Series,0.434259259,0.547685185
Have a Nice Death,0.7,0.9
Pyre,0.533333333,0.225
Ghostrunner Demo,0.502564103,0.563461539
Darkness Within: In Pursuit of Loath Nolder,0.496218487,0.593277311
TT Isle of Man,0.9,0.9
The Elder Scrolls: Legends,0.589285714,0.6375
Dungeons & Dragons: Dark Sun Series,0.4,0.4
A Kiss For The Petals - Remembering How We Met,0.82,0.58
Sabbat of the Witch,0.397222222,0.537847222
Rayland,0.511764706,0.50882353
OCTOPATH TRAVELER,0.285333333,0.562333334
Timelie,0.65,0.375
Prison Architect,0.382667781,0.515177179
DISSIDIA FINAL FANTASY NT Free Edition,0.613636364,0.523484849
People Playground,0.2,0.55
Looterkings,0.733333333,0.611111111
Torchlight II,0.4,0.3
Twinsen's Little Big Adventure Classic,0.8,0.7
Sector 452,0.32,0.46
SimplePlanes,0.75,0.471875
Lake,0.4,0.3
Lorelai,1,0.8
Key To Heaven,0.85,0.31875
VTuber Gallery : Anime Pose,0.454166667,0.608333334
Grow: Song of the Evertree,0.633333333,0.433333334
Garfield Kart - Furious Racing,0.530555556,0.533964647
GameGuru,0.9,0.95
Warsim: The Realm of Aslona,0.342857143,0.602857143
Before Arriving at the Terminal,1,0.75
Fires At Midnight,0.41031746,0.543055556
AER Memories of Old,1,0.8
RetroArch,0.616666667,0.637630209
COLLECTION of SaGa FINAL FANTASY LEGEND,0.5265625,0.560658482
Calibre 10 Racing Series,0.46373977,0.528501373
The Void,0.528819444,0.579285038
Distance,0.375,0.571875
Ninja Blade,0.2,0.55
The Jackbox Party Pack 2,0.583333333,0.591666667
Away,0.477462121,0.494223485
iRacing,0.451527778,0.462256945
Wander No More,0.304047619,0.550555556
Bikini Girls,0.427777778,0.425
Prison Life,0.535714286,0.642857143
Cave Story+,0.364880952,0.483630953
Freedom Fighters,0.2,0.55
Scavengers,0.304047619,0.550555556
BONEWORKS,0.611578947,0.609561404
Builder Simulator Playtest,0.75,0.275
Before the Echo,0.304047619,0.550555556
Destiny 2,0.501461988,0.541081872
Borderlands 3,0.463690476,0.558333334
Sonic CD,0.173571429,0.486666667
Deus Ex: Revision,0.460683761,0.579594017
Enter The Backrooms,0.376904762,0.624285715
Surgeon Simulator,0.46025641,0.639102564
Booty Calls,0.489285714,0.636607143
Our Journeys 2 ~ A Collection of Visual Novels,0.375,0.571875
Organ Trail: Director's Cut,0.643265993,0.502508418
Toy Soldiers HD ,0.649450549,0.576739926
Spin Rush,0.533055556,0.457638889
Necrobarista,0.395521542,0.564722802
Druidstone: The Secret of the Menhir Forest,0.459861111,0.644375
Valkyria Chronicles 4 Complete Edition,0.505224868,0.557242064
Dungeon Fighter Online,0.620833333,0.51875
Gears Tactics,0.533891547,0.607496013
A Monster's Expedition,0.4,0.55
Undead Horde,0.403579679,0.538951556
Silverfall,0.430796056,0.498057961
Arma 3 Tools,0.257142857,0.732142857
Echo,0.53,0.625
Habitat,0.402777778,0.589583334
Shu,0.7,0.6375
Icarus Online,0.65952381,0.619047619
Operation: New Earth,0.164795918,0.490476191
Shin Megami Tensei III Nocturne HD Remaster,0.533333333,0.7
Fallout 76,0.666666667,0.604166667
Demon Hunter 5: Ascendance,0.466666667,0.566666667
FIREFIGHT RELOADED,0.606666667,0.6175
Dino D-Day,0.430353535,0.518724748
Dungeon of Zolthan,0.535714286,0.714285715
Terminator: Resistance,0.52,0.416666667
2ECONDS TO STΔRLIVHT: My Heart's Reflection,0.703333333,0.511666667
Hotel Renovator Demo,0.25,0.375
Koi-Koi Japan [Hanafuda playing cards],0.568034067,0.50892716
Kenshi,0.325,0.545833334
S.T.A.L.K.E.R.: Shadow of Chernobyl,0.625545635,0.523499504
RUSSIAPHOBIA,0.45,0.55
Full Spectrum Warrior,0.333333333,0.583333333
Obsideo,0.4625,0.65
Stargazing: Genesis,0.285714286,0.553571429
Guided Meditation VR,0.61991342,0.517113095
MXGP3 - The Official Motocross Videogame,0.375,0.571875
树莓战记,0.579220779,0.54426407
MotoGP™17,0.566666667,0.4
Hacker Evolution,0.53166131,0.531632614
"Warhammer 40,000: Dawn of War - Game of the Year Edition",0.517206916,0.570513606
Utawarerumono: Prelude to the Fallen,0.35,0.514285715
Hacker Evolution - Untold,0.333333333,0.625
The Unliving Demo,0.775,0.15
"Warhammer 40,000: Dawn of War - Dark Crusade",0.47082517,0.534917412
Slap City,0.7,0.6625
Idle Cooking Emperor,0.327494331,0.459552154
100 hidden frogs,0.666666667,0.583333333
EverQuest II,0.488,0.436
LEGO® Worlds,0.566666667,0.633333334
OBS Studio,0.425,0.4375
Train Sim World® 2,0.433333333,0.525
Gunfire Reborn,0.485,0.43375
Evoland Legendary Edition,0.325,0.5875
Shenmue I & II,0.388888889,0.333333334
Injustice™ 2,0.291666667,0.633333334
Spriter Pro,0.5,0.71015625
Business Tour - Online Multiplayer Board Game,0.46984127,0.528174603
MidBoss,0.478703704,0.620370371
Milk Bottle And Monster Girl,0.436495536,0.527306548
Age of Mythology: Extended Edition,0.6,0.9375
Demeo - PC Edition Demo,0.8,0.4
Tiny Bunny: Prologue,0.4375,0.36875
Total War: MEDIEVAL II - Definitive Edition,0.567142857,0.628571429
Underworld Ascendant,0.341666667,0.531666667
Kona,0.313257576,0.553030303
Onward,0.375,0.643229167
Condemned: Criminal Origins,0.888888889,0.375
Bloodstained: Ritual of the Night,0.55,0.5625
Pathfinder: Wrath of the Righteous,0.9,0.1
Max Payne (IT),0.618181818,0.41439394
Clustertruck,0.472355912,0.628394237
Crysis® 3 ,0.511111111,0.45
Total War: WARHAMMER II,0.535714286,0.642857143
Heavy Burger,0.611904762,0.497619048
Horizon Zero Dawn,1,0.45
Roboquest,0.333333333,0.625
VVVVVV,0.41031746,0.589285715
Mad Max,0.5,0.75
SENRAN KAGURA Burst Re:Newal,0.745909091,0.681136364
Loop Hero,0.483833944,0.508321124
Bright Memory,0.48125,0.721875
Hokko Life,0.6,0.725
Running Gods,0.535546218,0.598928572
Skullnight,0.269444444,0.577777778
Receiver,0.434579026,0.579938906
Fighting Fantasy Legends,0.313333333,0.44
Hunt: Showdown,0.516774892,0.58103355
Miscreated,0.504861111,0.65
Windosill,0.581428571,0.548571429
Ghost Exile,0.35,0.633333334
Shadow Man Remastered,0.479278711,0.515992064
Recettear: An Item Shop's Tale,0.583333333,0.65
Cossacks: Art of War,1,0.65625
Aurora - Cores Ocultas,0.62745098,0.659113191
Curtains,0.8,0.925
Desktop Dog,0.528950617,0.522160494
The Land of Eyas,0.438947348,0.625059814
Ken Follett's The Pillars of the Earth,0.681547619,0.401339286
Battle Brothers,0.444757576,0.540363637
Phantom Breaker: Omnia,0.625,0.4890625
Spirit and Katana,0.4,0.425
Natural Selection 2,0.19,0.57
Ball Game Playtest,1,0.8
第七号列车 - Train No. 7,0.7,0.625
无主之地:银河 4X-Galaxy,0.364109848,0.521543561
Spoko and Poko,0.514166667,0.515416667
"Creature Clicker - Capture, Train, Ascend!",0.402777778,0.534722222
Marvel Puzzle Quest,0.492522974,0.6196533
Lucy -The Eternity She Wished For-,0.68452381,0.421428572
MONSTER HUNTER RISE,0.454545455,0.568181818
DesktopMMD,0.509607297,0.447799938
M.EXE,0.383333333,0.55
赏金游戏 Playtest,0.3,0.65
Hacknet,0.441666667,0.55625
The Beggar's Ride,0.413844797,0.703527337
KumaKuma Manga Editor,0.5,0.75
BABYLON'S FALL,0.441666667,0.575
QuantZ,0.477272727,0.549715909
GET EVEN,0.329166667,0.604166667
DYO,0.417857143,0.536309524
Worms Ultimate Mayhem,0.558540373,0.61579969
Paw Patrol: On A Roll,0.675,0.3984375
KovaaK's,0.549444444,0.508611111
Worms Crazy Golf,0.525,0.4203125
Orbs,0.428571429,0.614285715
DiRT Showdown,0.375,0.4375
Idle Champions of the Forgotten Realms,0.166666667,0.583333333
Worms,0.473333333,0.508333334
Rush Bros,0.370486111,0.452777778
Worms Pinball,0.516515837,0.557126697
Tom Clancy's The Division,0.9,0.2
Mainframe Defenders,0.496047009,0.565117521
The Dweller,0.54375,0.384375
Orcs Must Die! 2,0.25,0.4375
80's OVERDRIVE,0.449450549,0.623626374
Beware Planet Earth,0.333333333,0.675
Wolfenstein: The New Order,0.75,0.9
Kynseed,0.4,0.3
OlliOlli2: Welcome to Olliwood,0.516081871,0.528143275
破音乱斗Ouch!War,0.6,0.5625
Blender,0.7,0.4875
Jurassic Park: The Game,0.482371795,0.528846154
Microsoft Flight Simulator,0.389409065,0.531853131
Neighbours back From Hell,0.616666667,0.308333334
Project CARS,0.392978896,0.533745942
Golf With Your Friends,0.6225,0.5421875
Cursed to Golf Demo,0.562962963,0.549074074
Assassin's Creed Revelations,0.431818182,0.600757576
Devolverland Expo,0.529564582,0.604351452
Skyrim Script Extender (SKSE),0.388888889,0.563095238
Cat Swap Tiles,0.554642857,0.528547619
RUINER,0.31031746,0.388095238
Projections,0.51,0.6
Immortal Redneck,0.95,0.5125
Diorama Battle of NINJA,0.420714286,0.546046798
Volume,0.2,0.6
Poker Night 2,0.710204082,0.529591837
Batman™: Arkham Origins Blackgate - Deluxe Edition,0.4,0.55
Farm Frenzy 2,0.471875,0.4984375
Steel Hunters Alpha Test Playtest,0.613333333,0.585
Mages of Mystralia,0.725,0.579166667
Alien Hostage,0.335714286,0.553571429
Ichi,0.656503497,0.582552448
HROT,0.534666667,0.461666667
Kosmo Laika: Space and Beyond,0.35530303,0.565530303
Cradle of Rome,0.45,0.4
Cradle of Persia,0.482920291,0.580512042
Warstone TD,0.55,0.725
Driver Fusion,0.396648092,0.580165063
Tails of Iron,0.428888889,0.582222222
BOOBS SAGA: Prepare To Hentai Edition,0.492154357,0.62945275
Mini Healer,0.454545455,0.568181818
Road Redemption,0.8,0.75
Ghost Sweeper,0.457407407,0.57879051
TAIKU MANSION,0.558333333,0.625520834
Scream Collector,0.56922483,0.548987526
Timberman,0.696428571,0.514880953
东方有顶天梦,0.552481481,0.547611111
rFactor 2,0.494063508,0.531098896
b,0.477678571,0.500892857
Innocent Girl,0.366666667,0.325
Furry Love 2,0.445300884,0.546302994
Frosty Kiss,0.45,0.542708334
Sleeping Dogs™,0.361222222,0.617138889
Marvin's Mittens,0.516666667,0.4625
Syberia 3,0.541987179,0.339583334
openCanvas 7,0.5,0.25
Cube Master,0.648717949,0.520192308
Baldur's Gate 3,0.966666667,0.3
SEARCH ALL - BERRIES,0.4,0.3
Battlecruisers,0.425,0.620833334
The Invisible Hand,0.425,0.6171875
Ranch Simulator,0.419824561,0.58245614
Sweet Lily Dreams,0.48,0.645
Amazing Cultivation Simulator,0.35,0.75
Fallout,0.533333333,0.591666667
Fallout 2,0.3875,0.46875
Jigsaw Novel - Public Toilet Sex,0.7,0.625
Infinifactory,0.4,0.6
Kingpin,0.28,0.475
12 orbits,0.467857143,0.571428572
This Means Warp Demo,0.618209877,0.406635803
Phoning Home,0.7,0.5625
FIGHT KNIGHT,0.389285714,0.535714286
Crazy Taxi,0.47,0.54
Iraq War,0.4,0.4
FINAL FANTASY XII THE ZODIAC AGE,0.561293385,0.584263452
iBomber Defense,0.587632275,0.504646164
NBA 2K Playgrounds 2,0.3,0.55
ECO HOLE,0.551776696,0.497086941
Sonic Adventure DX,0.593333333,0.591666667
Pixel Art Coloring Book,0.595790816,0.556696429
Space Channel 5: Part 2,0.605102041,0.577551021
Mastema: Out of Hell,0.4875,0.66875
Cossacks 3,0.526666667,0.585
5D Chess With Multiverse Time Travel,0.3,0.65
Aseprite,0.51391369,0.523028274
Monopoly Plus,0.558585859,0.404545455
Guilty Gear Isuka,0.590909091,0.431818182
Jigsaw Novel - Summer Threesome,0.343333333,0.71
My Newborn Life In A Harem,0.338095238,0.564285715
ChilloutVR,0.432575758,0.593939394
Gun Metal,0.427272727,0.534090909
某旅行者的偷拍相册,0.3,0.59375
Train Sim World® 2020,0.335,0.53875
GAROU: MARK OF THE WOLVES,0.560037879,0.547964015
Coromon,0.503787879,0.590151515
METAL SLUG,0.616666667,0.5
Sonic Generations,0.407390873,0.534747024
Ion Fury,0.4,0.45
Nickelodeon All-Star Brawl,0.478571429,0.547619048
Hostile Waters: Antaeus Rising,0.561293385,0.584263452
Fling to the Finish,0.587632275,0.504646164
Siralim 2,0.416666667,0.575
The Beast Inside,0.4525,0.5525
Seasons after Fall,0.35,0.4625
BEEP,0.6,0.683333334
Prospekt,0.496243172,0.634417816
The Evil Within,0.4,0.525
Wingspan,0.575,0.665625
Substance 3D Painter 2022,0.4,0.45
NEKOPARA Vol. 1,0.566666667,0.541666667
Toki Tori,0.35,0.558333334
Vacation Simulator,0.427777778,0.577777778
City Game Studio,0.556822222,0.610338889
AirMech Wastelands,0.475288814,0.531473655
Behind Glass: Aquarium Simulator,0.575,0.7
Wildfire,0.288,0.456
Caves of Qud,0.5675,0.556875
Tower Tactics: Liberation,0.666666667,0.633333334
Prime World,0.513809524,0.699714286
Hell is Other Demons,0.362797619,0.444940476
WARNO,0.3,0.55
EDGE,0.3875,0.509375
Wallpaper Engine,0.4859375,0.56484375
Half-Life: Restored,0.583888889,0.633888889
Heat Signature,0.628,0.606
Lawn Mowing Simulator,0.492541678,0.570698628
Easy Cat Timer,0.460119048,0.583035715
Void Bastards,0.481818182,0.531818182
STAR WARS™ Jedi Knight: Jedi Academy™,0.6,0.533333334
XNemesis,0.541666667,0.474166667
World's Dawn,0.483333333,0.625
STAR WARS™ Jedi Knight II: Jedi Outcast™,0.6375,0.5125
Wandersong,0.53125,0.7125
Fiesta Online NA,0.5,0.533333334
"Star Wars: Battlefront 2 (Classic, 2005)",0.541666667,0.497916667
The Falling Sun,0.415,0.513333334
LineWay,0.492592593,0.565277778
Persona 5 Strikers,0.5,0.5625
Hellpoint,0.725,0.3125
Thrillville: Off the Rails,0.4,0.4875
METAL GEAR RISING: REVENGEANCE,0.45,0.625
BattleBit Remastered Playtest,0.233333333,0.579166667
Shank,0.328703704,0.464814815
Dynamite Jack,0.645238095,0.580952381
Arcade Moonlander,0.416666667,0.633333334
GODS Remastered,0.608,0.53
Puff Town,0.480023229,0.444606562
Zombie Army 4: Dead War,0.216666667,0.546875
aMAZE 2,0.505357143,0.536607143
Warhammer: End Times - Vermintide,0.5,0.616666667
Surviving Mars,0.358333333,0.504166667
Hex,0.354761905,0.536904762
Tangledeep,0.5,0.75
Mad Pack,0.45,0.525
Super Monkey Ball Banana Mania,0.421428571,0.598214286
Holobunnies: Pause Cafe,0.4,0.7
Audioship,0.508333333,0.454166667
Eastside Hockey Manager,1,0.6
FlatOut,0.527142857,0.686571429
Your Chronicle,0.411742424,0.532386364
Tom Clancy's Splinter Cell Blacklist,0.45,0.46875
Mad Mustache,0.9,0.7
Robert: Space Stories and Battles,0.466666667,0.454166667
Blade of Darkness,0.436111111,0.565277778
Between the Stars,0.3,0.516666667
The Planet Crafter,0.543339346,0.600629209
The Treasures of Montezuma 4,0.5,0.585227273
Nova Drift,0.457284903,0.588961039
Small World,0.6875,0.5125
Dirty Bomb,0.58,0.64
Medieval Engineers,0.501640212,0.536838625
Aura Kingdom,1,0.45
Levelhead,0.509259259,0.58449074
大逃亡专家/Escape Expert,0.5,0.675
Until You Fall,0.9,0.1
Pool 2D - Poolians,0.337037037,0.506481482
If My Heart Had Wings -Flight Diary-,0.741666667,0.554166667
Adorables,0.538636364,0.585795455
Magebuster: Amorous Augury,0.8,0.7
8-Bit Hordes,0.453636364,0.459962121
RIFT,0.7,0.45
XCOM 2,0.35,0.607291667
Call of Duty: Black Ops II,0.251984127,0.492460318
Epic Battle Fantasy 5,0.303535354,0.577536731
The Anacrusis,0.205,0.523636364
FINAL FANTASY VII,0.572619048,0.541547619
Army Men RTS,1,0.75
Night Cascades,0.25,0.591666667
Call of Duty: Black Ops II - Multiplayer,0.405944742,0.523570633
FINAL FANTASY VIII,0.567777778,0.581051588
Worms Rumble,0.4125,0.55625
Dungeon Siege III,0.558928571,0.664880953
Shredders,0.58488456,0.481403319
Mutant Year Zero: Road to Eden,0.1,0.4
Phantom Abyss,0.5,0.56875
Lydia,0.65,0.696875
Audiosurf 2,0.375,0.525
STURMWIND EX,0.542857143,0.532142857
FINAL FANTASY XIV Online,0.50296875,0.489238281
Battle Battalions,0.465,0.445
Fury Unleashed,0.640972222,0.537847222
Chickenman,0.645512821,0.531089744
GWENT: The Witcher Card Game,0.7,0.425
Zup! Z,0.833333333,0.305555556
Serious Sam VR: The Last Hope,0.546296296,0.604166667
Coromon Demo,0.625,0.4625
Vampire: The Masquerade - Bloodhunt,0.440608466,0.584755291
羅斯之旅 Roce's Journey,0.4,0.425
Alien Swarm: Reactive Drop,0.481371753,0.599594156
From The Depths,0.266666667,0.6
Spectrum,0.66489899,0.504545455
RPG Maker XP,0.603818726,0.595218542
Yesterday Origins,0.546323533,0.584374618
Fortified,1,1
Hitman: Absolution,0.4,0.575
Devil May Cry 3: Special Edition,0.166666667,0.583333333
Love wish,0.4,0.3
Tomb Raider,0.438464286,0.457375
Fine Sweeper,0.338888889,0.5125
Town of Salem,0.5,0.4875
NBA 2K22,0.46,0.55
Vernon's Legacy,0.404761905,0.579166667
Stumble Guys,0.388888889,0.477777778
Child vs Clowns,0.46,0.55
Regular Human Basketball,0.501666667,0.469166667
The Wandering Village Playtest,0.537051282,0.435833334
Call of Cthulhu,0.611552028,0.575529101
ORION: Prelude,0.537051282,0.435833334
And So It Was,0.380952381,0.521825397
和你相遇的那天是轮回高校的日常这也是合理的吗？,0.393333333,0.563333334
War Selection,0.407692308,0.496794872
High School of Memories,0.433333333,0.395833334
Concept Destruction,0.375925926,0.559722222
Universe Sandbox Legacy,0.405555556,0.539583334
Paranormal State: Poison Spring Collector's Edition,0.375,0.4375
America's Army: Proving Grounds,0.433333333,0.416666667
A New Beginning - Final Cut,0.583333333,0.660416667
EVGA Precision X1,0.433333333,0.416666667
Batman - The Telltale Series,0.354166667,0.452083334
Satellite Reign,0.411019284,0.430440772
Zombie Army Trilogy,0.433333333,0.416666667
Gothic 3,0.537037037,0.635185185
Dungeon Defenders II,0.299537037,0.531481482
The Myth Seekers 2: The Sunken City,0.481666667,0.5425
Truco,0.716666667,0.208333334
King's Bounty: Warriors of the North,0.525757576,0.565300325
Gothic II: Gold Classic,0.396825397,0.582804233
Idle Expanse,0.496969697,0.498484849
Day of Dragons,0.401388889,0.504166667
Painkiller: Black Edition,0.9,0.8
Cuphead,0.505555556,0.493055556
SpellForce: Platinum Edition,0.531492557,0.605995814
Starpoint Gemini 2,0.366666667,0.573333334
Cosmic Pioneer,0.470228257,0.603477962
Scalak,0.433333333,0.416666667
Jessika,0.65,0.6
WEED,0.537051282,0.435833334
Trolley Gold,0.611111111,0.380555556
Atari Vault,0.511449275,0.445978261
Scribble It!,0.633333333,0.566666667
Hentai Best Girls,0.537051282,0.435833334
Eternal Magic,0.537051282,0.435833334
ShareX,0.462962963,0.44212963
Castle: Never Judge a Book by its Cover,0.472435897,0.455681818
Commandos 2: Men of Courage,0.465873016,0.475501253
Dagon,0.469387755,0.457993198
The Dishwasher: Vampire Smile,0.458333333,0.395833334
My Strange Girlfriends,0.534722222,0.586805556
Hitman 2: Silent Assassin,0.507407407,0.418518519
Tribes of Midgard,0.412660455,0.4811853
Simp Simulator,0.489867424,0.524834281
Swords and Sandals Classic Collection,0.500807823,0.461458334
Hitman: Blood Money,0.472727273,0.462121212
Out of Space,0.557291667,0.4921875
Desktop Kanojo,0.5,0.425
SEARCH ALL - MUSHROOMS,0.452710623,0.512765568
Oil Invasion,0.456601732,0.534442641
AIRHEART,0.474074074,0.446296297
Hitman: Codename 47,0.485159285,0.479258936
Chaser,0.537051282,0.435833334
Deus Ex: Game of the Year Edition,0.503809524,0.541904762
My Time at Sandrock Demo,0.455555556,0.533333334
Soundpad,0.446666667,0.434166667
ELDERBORN,0.348809524,0.539404762
The Incredible Adventures of Van Helsing: Final Cut,0.463452381,0.488511905
A Short Hike,0.459038961,0.459536797
Okhlos: Omega,0.666666667,0.467708334
Arcadia,0.311111111,0.438888889
Thief: Deadly Shadows,0.36969697,0.461363637
Bud Spencer & Terence Hill - Slaps And Beans,0.537051282,0.435833334
Bubble People,0.599074074,0.526388889
Witcheye,0.537051282,0.435833334
Tomb Raider: Legend,0.476923077,0.476282052
Poly Bridge,0.378431373,0.482352941
War Thunder,0.458333333,0.395833334
112 Operator,0.46,0.55
Nation Red,0.214583333,0.503580729
Dragon's Dogma: Dark Arisen,0.508333333,0.579166667
DARK SOULS™ II,0.214583333,0.503580729
Screencheat,0.614583333,0.554166667
Hero Siege,0.446595238,0.549817461
Hollow Knight,0.537051282,0.435833334
Catch It,0.416666667,0.445833334
PAC-MAN Championship Edition DX+,0.514309764,0.469044613
F1 Race Stars,0.518333333,0.506666667
Missile Tank,0.456666667,0.544444445
Starbound - Unstable,0.577777778,0.638888889
Fable III,0.344444444,0.455555556
Vaporum,0.7,0.325
The Shadowland,0.463888889,0.476851852
The Town of Light,0.706944444,0.610763889
oO,0.5,0.40625
Age of Empires Online,0.583333333,0.625
LOVE,0.75,0.75
Blade & Sorcery,0.4,0.3
Binary Domain,0.4,0.3
Retimed,0.777777778,0.608333334
DEATHLOOP,0.944444444,0.6875
Age of Empires® III (2007),0.708333333,0.754166667
Fishermurs,0.383333333,0.4
SpellForce 3: Fallen God,0.15,0.520833334
Crusader Kings II,0.483333333,0.32233429
MORDHAU,0.4,0.7
1931: Scheherazade at the Library of Pergamum,0.491666667,0.69375
Tiny Echo,0.555555556,0.658333334
美少年梦工厂3：重生,0.65,0.75
Spearmint Goose,0.691666667,0.554166667
TrackMania United Forever,0.577777778,0.408333334
Panzer Knights,0.75,0.6875
House of 1000 Doors: The Palm of Zoroaster Collector's Edition,0.326136364,0.560795455
反现实症候群γ - Counterrealstic Syndrome γ,0.516666667,0.53125
Monster Castle,1,0.8
The Vanishing of Ethan Carter Redux,0.326136364,0.560795455
Drowned Gems,0.435,0.5575
Controller Companion,0.75,0.529166667
Adventuring gentleman,0.733333333,0.716666667
Maneater,0.466666667,0.6
NeuroVoider,1,0.25
SpellForce 3: Versus Edition,0.591904762,0.661190476
Zero-K,0.781144781,0.647727273
Logistique,0.591666667,0.4125
Serious Sam Fusion 2017 (beta),0.604166667,0.483522728
Yoku's Island Express,0.4,0.425
PowerSlave Exhumed,0.25,0.375
Ultimate Racing 2D 2,0.4,0.3
封灵档案,0.866666667,0.533333334
FINAL TAKE,0.406837607,0.369681491
Terraria,0.7,0.65
Supraland Six Inches Under Demo,0.6,0.3
The Elder Scrolls V: Skyrim,0.55,0.475
Blood Bowl 2,0.125,0.445833334
MorphVOX Pro 4 - Voice Changer,0.4,0.3
Supreme Commander 2,0.4,0.3
Adventure Time: Pirates of the Enchiridion,0.495835368,0.458357372
Eternal Card Game,0.2,0.55
Slime Rancher,0.6,0.85
EARTHLOCK,0.666666667,0.15
Yakuza 3 Remastered,0.8,0.7375
White Day: A Labyrinth Named School,0.75,0.75
8-Bit Invaders!,0.9,0.1
West of Loathing,0.485894825,0.542006838
Wuppo - Definitive Edition,0.5,0.8125
ANOTHER EDEN,1,0.25
Idling to Rule the Gods,0.5,0.75
Fable - The Lost Chapters,0.25,0.416666667
Iron Harvest,0.504166667,0.4725
Rebel Inc: Escalation,0.357142857,0.482142857
DUO,0.43,0.56
Back 4 Blood,0.4,0.3
Floating Point,0.0875,0.48125
Lorn's Lure Demo,0.578030303,0.536363637
Europa Universalis IV,0.64,0.65
Pharaoh + Cleopatra,0.65,0.675
Cities in Motion,0.33,0.4975
GUNGRAVE VR,0.493402778,0.560069445
Deceit,0.75,0.9
Max Payne 3,0.717777778,0.525714286
HITMAN™,0.418181818,0.38939394
Marvel's Guardians of the Galaxy,0.214285714,0.464285715
Dex,1,0.25
SoulWorker,0.542316017,0.598447646
SoulWorker,0.5,0.575
